Raw Value,Normalized Value,Record Count,Category,Changed,Sample Toys
"Upper-Leg-Rt","Upper Leg RT",3,"leg",YES,"JJY15"
"Upper-leg-Rt-outer","Upper Leg RT Outer",3,"leg",YES,"HYM38"
"UPPER TOWER BASE","Upper Tower Base",3,"base",YES,"JHH02"
"Vanity","Vanity",3,"vanity",NO,"JLT64"
"Venus Flytrap Makeup Bag","Venus Flytrap Makeup Bag",3,"venus",NO,"JTJ05"
"vine A","Vine A",3,"vine",YES,"JHK45"
"vision board","Vision Board",3,"vision",YES,"JHK43"
"Waist-Connector-Holder","Waist Connector Holder",3,"connector",YES,"HYM38"
"Waist-Holster","Waist Holster",3,"waist",YES,"JKG65"
"walkie talkie","Walkie Talkie",3,"walkie",YES,"JJV59"
"Watch","Watch",3,"watch",NO,"JJX94"
"WATER BOTTLE ","Water Bottle",3,"water",YES,"JRF23"
"WHEEL","Wheel",3,"wheel",YES,"JTP41"
"wrist connector","Wrist Connector",3,"connector",YES,"JLT59"
"hunter Foot Right","Hunter Foot Right",2,"foot",YES,"JMP50"
"hunter Hand Right","Hunter Hand Right",2,"hand",YES,"JMP50"
"hunter Head connector","Hunter Head Connector",2,"head",YES,"JMP50"
"hunter hip connector insert","Hunter Hip Connector Insert",2,"connector",YES,"JMP50"
"hunter Knee connector","Hunter Knee Connector",2,"connector",YES,"JMP50"
"DOG-CAP","Dog Cap",2,"cover",YES,"JNM28"
"Mascara-bottom","Mascara Bottom",2,"mascara",YES,"JKP50"
"cinderella top","Cinderella Top",2,"cinderella",YES,"JRN02"
"Mask-rose-rt","Mask Rose RT",2,"mask",YES,"JJX96"
"Bath","Bath",2,"bath",NO,"JLT64"
"METAL LOGO ","Metal Logo",2,"metal",YES,"JPD88"
"chocolater bar","Chocolater Bar",2,"chocolater",YES,"JHK32"
"Mice-Stand-Top","Mice Stand Top",2,"base",YES,"JLK35"
"micorphone","Micorphone",2,"micorphone",YES,"JJY10"
"Tail ring","Tail Ring",2,"accessory",YES,"JLW56"
"Basket-lid","Basket Lid",2,"cover",YES,"JLK35"
"Wrist-Connector","Wrist Connector",2,"connector",YES,"HYM38"
"Tea Drink Bottle","Tea Drink Bottle",2,"tea",NO,"JTJ05"
"Mirror base","Mirror Base",2,"base",YES,"JJV56"
"MOM HAIR","Mom Hair",2,"hair",YES,"JLJ06"
"CHERRY STICK","Cherry Stick",2,"cherry",YES,"JMV21"
"Monkey-hat","Monkey Hat",2,"monkey",YES,"JLK36"
"CHARM","Charm",2,"charm",YES,"JLT59"
"Tennis-Ball-Ft","Tennis Ball FT",2,"tennis",YES,"jjy09"
"Base rainforest","Base Rainforest",2,"base",YES,"JKF79"
"TENTACLE CHOKER","Tentacle Choker",2,"tentacle",YES,"JPD89"
"Apple-Ft","Apple FT",2,"apple",YES,"JBJ15"
"Water cup","Water Cup",2,"water",YES,"JJV60"
"Mummy Popsicle","Mummy Popsicle",2,"mummy",NO,"JRF18"
"thermos top","Thermos Top",2,"thermos",YES,"JHK29"
"Chapstick Lid","Chapstick Lid",2,"cover",NO,"JMV16"
"nail station base","Nail Station Base",2,"base",YES,"JHK46"
"nail station mat","Nail Station Mat",2,"nail",YES,"JHK46"
"Chapstick Base","Chapstick Base",2,"base",NO,"JMV16"
"Neck-Ft","Neck FT",2,"neck",YES,"JNB00"
" Necklace","Necklace",2,"accessory",YES,"JJN74"
"Cecropia","Cecropia",2,"cecropia",NO,"JKF79"
"Necklace Connector Male  ","Necklace Connector Male",2,"connector",YES,"JLX47"
"Necklace-shell","Necklace Shell",2,"accessory",YES,"JJV48"
"Neck Pillow-Ft","Neck Pillow FT",2,"neck",YES,"JMV18"
"Weight-Part","Weight Part",2,"weight",YES,"JJY14"
"night mare journal","Night Mare Journal",2,"night",YES,"JMB82"
"C-CLIP","C Clip",2,"clip",YES,"JHH02"
"Nokk tail","Nokk Tail",2,"nokk",YES,"JHH08"
"Norigae","Norigae",2,"norigae",NO,"JPT90"
"Nutcracker","Nutcracker",2,"nutcracker",NO,"JLW51"
"Barcelet","Barcelet",2,"barcelet",NO,"JGG36"
"olaf mold lt","Olaf Mold LT",2,"olaf",YES,"JJP87"
"Cauldron-L","Cauldron L",2,"cauldron",YES,"JBJ15"
"OVEN DOOR","Oven Door",2,"oven",YES,"JHH02"
"pacifier","Pacifier",2,"pacifier",YES,"JRD72"
"Toddler Front Torso","Toddler Front Torso",2,"body",NO,"GFL38"
"Cat tail","Cat Tail",2,"cat",YES,"JTV74"
"Cat Sunglasses","Cat Sunglasses",2,"cat",NO,"JTV74"
"Anna leg lower lt-rt","Anna Leg Lower LT RT",2,"leg",YES,"JJP88"
"Cat purse","Cat Purse",2,"cat",YES,"JTV74"
"pet","Pet",2,"pet",YES,"JMB81"
"pet antenna lt","Pet Antenna LT",2,"pet",YES,"JDR48"
"Bangles","Bangle",2,"bangles",YES,"JLK36"
"Cat-mask","Cat Mask",2,"cat",YES,"JBJ15"
"pet body ft","Pet Body FT",2,"body",YES,"JHK29"
"pet gas tank","Pet Gas Tank",2,"pet",YES,"JMB81"
"Top Hat Purse Cover","Top Hat Purse Cover",2,"cover",NO,"JPD82"
"TOPIARY-Pot-A","Topiary Pot A",2,"topiary",YES,"JKB65"
"Cat-leg-Rear-Lt","Cat Leg Rear LT",2,"leg",YES,"JGP25"
"Cat-leg-front-Lt","Cat Leg Front LT",2,"leg",YES,"JGP25"
"pet wings","Pet Wings",2,"pet",YES,"JHK29"
"Y7557-2869-Chelsea's shoes","Y7557 2869 Chelsea's Shoes",2,"y7557",YES,"JJB36"
"Balloon Mouse","Balloon Mouse",2,"balloon",NO,"JPD80"
"Wheel-A","Wheel A",2,"wheel",YES,"JLK36"
"Pig-hooves-Lt","Pig Hooves LT",2,"pig",YES,"JKN62"
"Cat-Head-upper","Cat Head Upper",2,"head",YES,"JGP25"
"Pompom","Pompom",2,"pompom",NO,"JPD81"
"Popcorn Purse","Popcorn Purse",2,"popcorn",NO,"JPD80"
"popsicle","Popsicle",2,"popsicle",YES,"JRD73"
"Ball","Ball",2,"ball",NO,"JJN51"
"pottery wheel","Pottery Wheel",2,"wheel",YES,"JMG74"
"pottery wheel base","Pottery Wheel Base",2,"base",YES,"JMG74"
"Pumpkin-L","Pumpkin L",2,"pumpkin",YES,"JBJ15"
"bail polish ","Bail Polish",2,"bail",YES,"JHK46"
"Pumpkin-stem","Pumpkin Stem",2,"pumpkin",YES,"JBJ15"
"Castle base","Castle Base",2,"base",YES,"JNW72"
"puppy paint bursh - paint rolller HANDLE (PVC75)","Puppy Paint Bursh Paint Rolller Handle (pvc75)",2,"handle",YES,"JKB66"
"Castle back","Castle Back",2,"castle",YES,"JNW72"
"Purse-Ft","Purse FT",2,"purse",YES,"JMH18, JNG38"
"puse handle","Puse Handle",2,"handle",YES,"JNC38"
"car wheel","Car Wheel",2,"wheel",YES,"JKB66"
"quill  pen","Quill Pen",2,"quill",YES,"JMB81"
"Rainbow Hand bag","Rainbow Hand Bag",2,"hand",YES,"JMV17"
"ramen","Ramen",2,"ramen",YES,"JHK29"
"Rapunzel-Arm Lower-Lt","Rapunzel Arm Lower LT",2,"arm",YES,"JLK28"
"Carrot Garden w/ back","Carrot Garden W/ Back",2,"carrot",YES,"JFG30"
"car rope","Car Rope",2,"car",YES,"JKB66"
"carriage","Carriage",2,"carriage",YES,"JNK62"
"Card Box ","Card Box",2,"packaging",YES,"JMP45"
"BAG PENDANT","Bag Pendant",2,"bag",YES,"JHK34"
"Red-fairy","Red Fairy",2,"red",YES,"JHL47"
"Red-fairy-base","Red Fairy Base",2,"base",YES,"JHL47"
"Bag-Handle","Bag Handle",2,"handle",YES,"JBJ16"
"Torso-Ft-Lower","Torso FT Lower",2,"body",YES,"JKH62, JKH63"
"Torso-Ft-Suit","Torso FT Suit",2,"body",YES,"JKH56"
"RG hand – straight hand","Rg Hand – Straight Hand",2,"hand",YES,"JBJ30"
"car body","Car Body",2,"body",YES,"JKB66"
"Ribbon-Exit","Ribbon Exit",2,"ribbon",YES,"JLV22"
"bag handle","Bag Handle",2,"handle",YES,"JDR48"
"Cape-Collar","Cape Collar",2,"cape",YES,"JPV19"
"Candle-Ft.","Candle FT",2,"candle",YES,"JBJ12"
"Right-leg-flat-foot","Right Leg Flat Foot",2,"leg",YES,"JMH18"
"Candle-Flame","Candle Flame",2,"candle",YES,"JBJ12"
"Candle","Candle",2,"candle",NO,"JBJ15, JJB41"
"Candied Apple Handle","Candied Apple Handle",2,"handle",NO,"JPD82"
"Ringmaster Boots LT","Ringmaster Boots LT",2,"ringmaster",NO,"JPD82"
"Roll-Bar","Roll Bar",2,"roll",YES,"JRV66"
"Roller-Lt","Roller LT",2,"roller",YES,"JGG38"
"roof","Roof",2,"roof",YES,"JFG29"
"Cake-stand-top","Cake Stand Top",2,"base",YES,"JBJ15"
"CACTUS POPSICLE ","Cactus Popsicle",2,"cactus",YES,"JRF20"
"BAG COVER","Bag Cover",2,"cover",YES,"JHK34"
"Rope Belt","Rope Belt",2,"rope",NO,"JTK70"
"Rotating-pottery-Bottom","Rotating Pottery Bottom",2,"rotating",YES,"JRB19"
"button eyes","Button Eyes",2,"control",YES,"JHK44"
"runway board","Runway Board",2,"runway",YES,"JNK62"
"Bag ","Bag",2,"bag",YES,"JMV19"
"Tote Bag","Tote Bag",2,"tote",NO,"JTN92"
"salad bowl top","Salad Bowl Top",2,"salad",YES,"JHK32"
"Anna knee connector","Anna Knee Connector",2,"connector",YES,"JJP88"
"bushing-ring-cultch","Bushing Ring Cultch",2,"accessory",YES,"JLW56"
"Scepter","Scepter",2,"scepter",NO,"JNW72"
"Bunting-Rope","Bunting Rope",2,"bunting",YES,"JTP16"
"Bunny","Bunny",2,"bunny",NO,"JPL74, JTX01"
"brush","Brush",2,"brush",YES,"JMG74"
"Brooklyn-right leg ","Brooklyn Right Leg",2,"leg",YES,"JLX47"
"Brooklyn headband ","Brooklyn Headband",2,"brooklyn",YES,"JLX47"
"SEAMONSTER POPSICLE","Seamonster Popsicle",2,"seamonster",YES,"JRF19"
"Back Wall","Back Wall",2,"back",NO,"JFG30"
"BRIGDE","Brigde",2,"brigde",YES,"JTP41"
"Bra-Ft","Bra FT",2,"bra",YES,"JHL55"
"Seat belt","Seat Belt",2,"seat",YES,"JRV66"
"WINDOW HOOPS RT","Window Hoops RT",2,"window",YES,"JPD90"
"Back-Plate","Back Plate",2,"back",YES,"JLV22"
"serum bottom","Serum Bottom",2,"serum",YES,"JHK43"
"SETTING SPRAY COVER","Setting Spray Cover",2,"cover",YES,"JPD89"
"Windshield Frame","Windshield Frame",2,"frame",NO,"JRJ29"
"Trigger pully-wing holder","Trigger Pully Wing Holder",2,"holder",YES,"JLW56"
"Back-panel","Back Panel",2,"panel",YES,"JHL60"
"shoe","Shoe",2,"footwear",YES,"JMV21"
"bracelets","Bracelet",2,"bracelets",YES,"JLP19"
"Back cover","Back Cover",2,"cover",YES,"JRJ29"
"BRACELET #3","Bracelet #3",2,"accessory",YES,"JHK34"
"BRACELET #2","Bracelet #2",2,"accessory",YES,"JHK34"
" bracelet","Bracelet",2,"accessory",YES,"JHK33"
"Bra","Bra",2,"bra",NO,"JLK25"
"WINDSHIELD-FRAME","Windshield Frame",2,"frame",YES,"JRV66"
"Wing-gear box","Wing Gear Box",2,"packaging",YES,"JLW56"
"Bow-top-layer","Bow Top Layer",2,"bow",YES,"JLK35"
"Bows-lt-pink","Bows LT Pink",2,"bows",YES,"JLK35"
"tupperware top","Tupperware Top",2,"tupperware",YES,"JMB82"
"animal bowl","Animal Bowl",2,"animal",YES,"JFG29"
"wire-equipment","Wire Equipment",2,"wire",YES,"JKP51"
"Bow-bottom-layer","Bow Bottom Layer",2,"bow",YES,"JLK35"
"bottle knob top","Bottle Knob Top",2,"control",YES,"JRD72"
"bottle inner","Bottle Inner",2,"bottle",YES,"JRD72"
"Bottle cap","Bottle Cap",2,"cover",YES,"JTJ05"
"Upper-Arm-Armor","Upper Arm Armor",2,"arm",YES,"JJX56"
"Baby Sloth","Baby Sloth",2,"baby",NO,"JKF79"
"Artifact-bow","Artifact Bow",2,"artifact",YES,"JKN62"
"shop sign holder","Shop Sign Holder",2,"holder",YES,"JNK62"
"Shoulder-Connector-Rt","Shoulder Connector RT",2,"connector",YES,"HYM38"
"Shoulder-Rt","Shoulder RT",2,"shoulder",YES,"HYM38"
"angled makeup brush","Angled Makeup Brush",2,"angled",YES,"JMG74"
"boot-Rt","Boot RT",2,"footwear",YES,"JGG36"
"Arm Upper Rt","Arm Upper RT",2,"arm",YES,"JJX29"
"Skeleton-body","Skeleton Body",2,"body",YES,"JBJ15"
"skullette case","Skullette Case",2,"skullette",YES,"JHK44"
"SKULLETTE CONCHA","Skullette Concha",2,"skullette",YES,"JHK34"
"sled","Sled",2,"sled",YES,"JJP87"
"Arm Shoulder Rt","Arm Shoulder RT",2,"arm",YES,"JJX29"
"sled front","Sled Front",2,"sled",YES,"JJP87"
"Boot-Bindings-Rt","Boot Bindings RT",2,"footwear",YES,"JJY08"
"sled handle support","Sled Handle Support",2,"handle",YES,"JJP87"
"Arm-Lt-with-close-finger","Arm LT With Close Finger",2,"arm",YES,"JMH18"
"sled roller outer","Sled Roller Outer",2,"sled",YES,"JJP87"
"sleeping dustin","Sleeping Dustin",2,"sleeping",YES,"JMB82"
"Upper leg Rt","Upper Leg RT",2,"leg",YES,"JGG36"
"Book-support","Book Support",2,"book",YES,"JLK35"
"upper leg rt ft","Upper Leg RT FT",2,"leg",YES,"JDR48"
"Snack","Snack",2,"snack",NO,"JMV19"
"Book-back","Book Back",2,"book",YES,"JLK35"
"snake jar","Snake Jar",2,"snake",YES,"JMG74"
"snake jar cover","Snake Jar Cover",2,"cover",YES,"JMG74"
"Sneakers","Sneakers",2,"sneakers",NO,"JPL16"
"FLAMINGO","Flamingo",2,"flamingo",YES,"JKB65"
"Flipping Trough Body","Flipping Trough Body",2,"body",NO,"JFG30"
"Floatie tail","Floatie Tail",2,"floatie",YES,"JLX39"
"floor","Floor",2,"floor",YES,"JFG29"
"Fish Prize Bag LT","Fish Prize Bag LT",2,"fish",NO,"JTK70"
"Flounder and sebastain","Flounder And Sebastain",2,"flounder",YES,"JTP42"
"Flower-Clip","Flower Clip",2,"clip",YES,"JLP16"
"Flower for SHOES","Flower For Shoes",2,"flower",YES,"JHK34"
"Flower Pot","Flower Pot",2,"flower",NO,"JHG98"
"flowers","Flower",2,"flowers",YES,"JHK45"
"Fireplace Rt","Fireplace RT",2,"fireplace",YES,"JJV61"
"Fin-ring","Fin Ring",2,"accessory",YES,"JKH55, JKH56"
"fidh body lt","Fidh Body LT",2,"body",YES,"JHK33"
"foot connector","Foot Connector",2,"foot",YES,"JGP25"
"fidget barcelet","Fidget Barcelet",2,"fidget",YES,"JMB82"
"fence","Fence",2,"fence",YES,"JNK62"
"Blue-fairy-base","Blue Fairy Base",2,"base",YES,"JHL47"
"Foot-Rt-outer","Foot RT Outer",2,"foot",YES,"JGP25"
"feather","Feather",2,"feather",YES,"JBJ45"
"FOX HAIR","Fox Hair",2,"hair",YES,"JHK34"
"Fanny-Pack-Logo","Fanny Pack Logo",2,"fanny",YES,"JBH80"
"Frankie Purse","Frankie Purse",2,"frankie",NO,"JPD81"
"Front Piece","Front Piece",2,"front",NO,"JTW98"
"Front Post Frame","Front Post Frame",2,"frame",NO,"JFG30"
"Snow Roof","Snow Roof",2,"snow",NO,"JFG30"
"FAKE LASHES","Fake Lashes",2,"fake",YES,"JPD90"
"Blue-fairy","Blue Fairy",2,"blue",YES,"JHL47"
"game console handle lt","Game Console Handle LT",2,"handle",YES,"JMG73"
"game console handle rt","Game Console Handle RT",2,"handle",YES,"JMG73"
"Facemask","Facemask",2,"facemask",NO,"JLT64"
"GEL JAR CHERRY","Gel Jar Cherry",2,"gel",YES,"JMV21"
"GEL JAR INNER","Gel Jar Inner",2,"gel",YES,"JMV21"
"GEL JAR STRAWBERRY","Gel Jar Strawberry",2,"gel",YES,"JMV22"
"Gem-for-shoe","Gem For Shoe",2,"footwear",YES,"JJX53"
"Gem Necklace","Gem Necklace",2,"accessory",NO,"JJN73"
"workbench BACK","Workbench Back",2,"workbench",YES,"JKB66"
"Gift-Box-Star-Bow","Gift Box Star Bow",2,"packaging",YES,"JLV22"
"Gift-Box-Top","Gift Box Top",2,"packaging",YES,"JLV22"
"Girl lower arm Rt","Girl Lower Arm RT",2,"arm",YES,"JMB81"
"Extruder-Tube-CAP","Extruder Tube Cap",2,"cover",YES,"JLV22"
"Gloves Lower Arm LT","Gloves Lower Arm LT",2,"arm",NO,"JPD82"
"Gnome","Gnome",2,"gnome",NO,"JKB65"
"Gold Fish","Gold Fish",2,"gold",NO,"JPD89"
"Spike Hoop Earrings ","Spike Hoop Earrings",2,"spike",YES,"JTJ05"
"Evil Queen base","Evil Queen Base",2,"base",YES,"JPL71"
"spinning base","Spinning Base",2,"base",YES,"JLT65"
"Envelops","Envelops",2,"envelops",NO,"JKB65"
"Green-fairy","Green Fairy",2,"green",YES,"JHL47"
"B logo","B Logo",2,"b",YES,"JPL14"
"GusGus","Gusgus",2,"gusgus",YES,"JLH83"
"Elsa ARM RT LT","Elsa Arm RT LT",2,"arm",YES,"JHH08"
"Elbow-connector","Elbow Connector",2,"connector",YES,"JGP21"
"Vase","Vase",2,"vase",NO,"JRB19"
"hair bows","Hair Bows",2,"hair",YES,"JHK29"
"hair cap","Hair Cap",2,"hair",YES,"JLT64"
"Spray bottle","Spray Bottle",2,"spray",YES,"JKP50"
"EGG","Egg",2,"egg",YES,"JPL74"
"eerie smoothie","Eerie Smoothie",2,"eerie",YES,"JHK32"
"HAIR-CLIP","Hair Clip",2,"hair",YES,"JHK34"
"workbench leg lt","Workbench Leg LT",2,"leg",YES,"JKB66"
"Hair clips-R","Hair Clips R",2,"hair",YES,"JBJ45"
"Earrings-top-rt","Earrings Top RT",2,"earrings",YES,"JJX96"
"Black-cat-tail","Black Cat Tail",2,"black",YES,"JBJ15"
"hair cream  lid","Hair Cream Lid",2,"hair",YES,"JHK45"
"hairdryer","Hairdryer",2,"hairdryer",YES,"JMG73"
"hairdryer nozzle","Hairdryer Nozzle",2,"hairdryer",YES,"JMG73"
"Vine Chain Belt","Vine Chain Belt",2,"vine",NO,"JTJ05"
"Hair Spray","Hair Spray",2,"hair",NO,"JGG36"
"Hair trinkets","Hair Trinkets",2,"hair",YES,"JPL54"
"Black-cat","Black Cat",2,"black",YES,"JBJ15"
"Hammock","Hammock",2,"hammock",NO,"JKF79"
"Earring-Dangle","Earring Dangle",2,"accessory",YES,"JJX47"
"Earring ","Earring",2,"accessory",YES,"JPT85"
"Vine Purse","Vine Purse",2,"vine",NO,"JTJ05"
"Handle","Handle",2,"handle",NO,"JTP41"
"HANDLE/Bracelet","Handle/bracelet",2,"accessory",YES,"JPL74"
"Earing-lt","Earing LT",2,"earing",YES,"JKP51"
"dustin headphones","Dustin Headphones",2,"dustin",YES,"JMB82"
"Dress-Brooch","Dress Brooch",2,"clothing",YES,"JLK31"
"Dough-pattern","Dough Pattern",2,"dough",YES,"JHL47"
"Double Hinge","Double Hinge",2,"joint",NO,"JLT63"
"doll stand waist clip","Doll Stand Waist Clip",2,"base",YES,"JLT59"
"Handsanitizer","Handsanitizer",2,"handsanitizer",NO,"JMV16"
"Hanger-Rack","Hanger Rack",2,"hanger",YES,"JLK35"
"Hat-Band","Hat Band",2,"hat",YES,"JBJ06"
"Hat-Headlights","Hat Headlights",2,"hat",YES,"JBH80"
"doll stand post","Doll Stand Post",2,"base",YES,"JJY04"
"Doll stand pin","Doll Stand Pin",2,"base",YES,"JTW98"
"Doll stand dead weight","Doll Stand Dead Weight",2,"base",YES,"JGL50"
" Headband","Headband",2,"headband",YES,"JPD81"
"Headdress","Headdress",2,"headdress",NO,"JBH89"
"1F floor","1f Floor",2,"1f",YES,"JNK62"
"arm bands","Arm Bands",2,"arm",YES,"JLP19"
"Head towel","Head Towel",2,"head",YES,"JLT64"
"Heart Bag","Heart Bag",2,"heart",NO,"JPL18"
"heart Bag-base","Heart Bag Base",2,"base",YES,"JMV16"
"heart Bag-cover","Heart Bag Cover",2,"cover",YES,"JMV16"
"heart Bag-lens","Heart Bag Lens",2,"heart",YES,"JMV16"
"Heart buckle","Heart Buckle",2,"heart",YES,"JJN72"
"Heart Buckle","Heart Buckle",2,"heart",NO,"JMV17"
"doll beret","Doll Beret",2,"doll",YES,"JFP38"
"Heart-paint-palette","Heart Paint Palette",2,"heart",YES,"JRB19"
"Hearts-hair-clip","Hearts Hair Clip",2,"hair",YES,"JGG39"
"Stem-with-leaf A","Stem With Leaf A",2,"stem",YES,"JKB65"
"Heel","Heel",2,"heel",NO,"JBJ38"
"DOG-VEST","Dog Vest",2,"dog",YES,"JNM28"
"Hey seat","Hey Seat",2,"hey",YES,"JFG30"
"highlighter","Highlighter",2,"highlighter",YES,"JHK43"
"dog panny bag","Dog Panny Bag",2,"dog",YES,"JFP39"
"Hip-Ball-Connector","Hip Ball Connector",2,"connector",YES,"JLP17"
"dog house window lt","Dog House Window LT",2,"dog",YES,"JKB66"
"hip connector","Hip Connector",2,"connector",YES,"JLT59"
"Hip-connector","Hip Connector",2,"connector",YES,"JGP21"
"Hip Connector","Hip Connector",2,"connector",NO,"GFL38"
"Hip Connector Holder Insert","Hip Connector Holder Insert",2,"connector",NO,"JMP50"
"STOCKING","Stocking",2,"stocking",YES,"JLJ06"
"Stone & wave","Stone & Wave",2,"stone",YES,"JTP42"
"Bike main frame","Bike Main Frame",2,"frame",YES,"JJP88"
"hooves hair lt FT RR rt FT RR","Hooves Hair LT FT RR RT FT RR",2,"hair",YES,"JHH09"
"Dog-head-Ft","Dog Head FT",2,"head",YES,"JJX75"
"dog collar","Dog Collar",2,"dog",YES,"JFP36, JJV59"
"Hula Hoop Corset","Hula Hoop Corset",2,"hula",NO,"JPD80"
"hunter ankle connector","Hunter Ankle Connector",2,"connector",YES,"JMP50"
"Waist-Connector","Waist Connector",2,"connector",YES,"HYM38"
"hunter Elbow connector","Hunter Elbow Connector",2,"connector",YES,"JMP50"
"accy holder","Accy Holder",2,"accessory",YES,"JNK62"
"ice mountain top","Ice Mountain Top",2,"ice",YES,"JNW74"
"dog camera","Dog Camera",2,"dog",YES,"JFP37"
"Icoffin","Icoffin",2,"icoffin",NO,"JMB82"
"STRAWBERRY STICK","Strawberry Stick",2,"strawberry",YES,"JMV22"
"ICY SEE-SAW Base","Icy See Saw Base",2,"base",YES,"JJP94"
"incense burner","Incense Burner",2,"incense",YES,"JHK45"
"stressball dustin toy","Stressball Dustin Toy",2,"stressball",YES,"JMB82"
"Infinity earrings lt","Infinity Earrings LT",2,"infinity",YES,"JMB82"
"apple pie","Apple Pie",2,"apple",YES,"JHK31"
"jar cover","Jar Cover",2,"cover",YES,"JMG73"
"Jester Necklace","Jester Necklace",2,"accessory",NO,"JTK70"
"Sugar Skull Mask","Sugar Skull Mask",2,"sugar",NO,"JJX96"
"Dog-body-Lt","Dog Body LT",2,"body",YES,"JJX75"
"Wrist Connector","Wrist Connector",2,"connector",NO,"GFL38, JGG38"
"Suitcase cover","Suitcase Cover",2,"cover",YES,"JMJ47"
"dog bag","Dog Bag",2,"dog",YES,"JFP38"
"JTV75-005-Kitties head","Kitties Head",2,"head",YES,"JTV75"
"JTV75-006-Mama Cat FT","Mama Cat FT",2,"jtv75",YES,"JTV75"
"JTV75-009-Bedside","Bedside",2,"jtv75",YES,"JTV75"
"Suitcase stick","Suitcase Stick",2,"suitcase",YES,"JMJ47"
"JTV75-011-Bed  ","Bed",2,"jtv75",YES,"JTV75"
"dirll - paint rolller handle - paint bursh (PVC75) ","Dirll Paint Rolller Handle Paint Bursh (pvc75)",2,"handle",YES,"JKB66"
"Katrina Arm Upper Rt.","Katrina Arm Upper RT",2,"arm",YES,"JHK34"
"Katrina Elbow Connector","Katrina Elbow Connector",2,"connector",NO,"JHK34"
"Katrina Hand Rt.","Katrina Hand RT",2,"hand",YES,"JHK34"
"Katrina Hip Connector","Katrina Hip Connector",2,"connector",NO,"JHK34"
"Katrina Knee Connector","Katrina Knee Connector",2,"connector",NO,"JHK34"
" belt","Belt",2,"belt",YES,"JHK31"
"Katrina Shoulder Connector","Katrina Shoulder Connector",2,"connector",NO,"JHK34"
"Dipping Dish","Dipping Dish",2,"dipping",NO,"JLW56"
"Desk-Top","Desk Top",2,"desk",YES,"JKB64"
"Katrina Wrist Connector","Katrina Wrist Connector",2,"connector",NO,"JHK34"
"DESK-LEGS-RT","Desk Legs RT",2,"desk",YES,"JKB64"
"ketchup","Ketchup",2,"ketchup",YES,"JJB45"
"Knee Connector","Knee Connector",2,"connector",NO,"GFL38"
"Lacy Gloves Hands LT","Lacy Gloves Hands LT",2,"lacy",NO,"JTK70"
"bellt","Bellt",2,"bellt",YES,"JMB81"
"lamp","Lamp",2,"lamp",YES,"JHK46, JTW99"
"LAMP","Lamp",2,"lamp",YES,"JKB64"
"Lantern","Lantern",2,"lantern",NO,"JJV56"
"bedbug necktie","Bedbug Necktie",2,"bedbug",YES,"JMB82"
"Bed","Bed",2,"bed",NO,"JTP16"
"curtain","Curtain",2,"curtain",YES,"JNK62"
"cup","Cup",2,"cup",YES,"JHK30"
"Leaf-clip","Leaf Clip",2,"clip",YES,"JTR73"
"leash","Leash",2,"leash",YES,"JJV59"
"BEAUTY BLENDER","Beauty Blender",2,"beauty",YES,"JPD89"
"Left-boot-FT","Left Boot FT",2,"footwear",YES,"JLW52"
"Croissant","Croissant",2,"croissant",NO,"JLT63"
"Wallet buckle","Wallet Buckle",2,"wallet",YES,"JMP47"
"Leg armature upper RT","Leg Armature Upper RT",2,"leg",YES,"JBJ50"
"Leg-Connector","Leg Connector",2,"leg",YES,"JNJ61"
"Leg-connector-holder","Leg Connector Holder",2,"leg",YES,"JLP17"
"leg fin lt","Leg Fin LT",2,"leg",YES,"JDR56"
"croissant","Croissant",2,"croissant",YES,"JHK30"
"crochet tool A","Crochet Tool A",2,"crochet",YES,"JHK44"
"CRESCENT PALETTE","Crescent Palette",2,"crescent",YES,"JPD88"
"LEG LT","Leg LT",2,"leg",YES,"JHK42"
"cover","Cover",2,"cover",YES,"JNK62"
"Counter door","Counter Door",2,"counter",YES,"JLT63"
"Cotton Candy LT","Cotton Candy LT",2,"cotton",NO,"JPD80"
"Lei","Lei",2,"lei",NO,"JLN16"
"lightstick btm","Lightstick Btm",2,"lightstick",YES,"JMG68"
"lightstick top","Lightstick Top",2,"lightstick",YES,"JMG68"
"LIP STICK","Lip Stick",2,"lip",YES,"JPD88"
"Locket front","Locket Front",2,"locket",YES,"JLX47"
"Clutch","Clutch",2,"clutch",NO,"JPL11"
"Bear-slipper","Bear Slipper",2,"footwear",YES,"JGG39"
"Sword-Sheath","Sword Sheath",2,"sword",YES,"JJY03"
"lotion bottle","Lotion Bottle",2,"lotion",YES,"JRD75"
"clutch","Clutch",2,"clutch",YES,"JJN73"
"Clown Skullette Earring LT","Clown Skullette Earring LT",2,"accessory",NO,"JPD81"
"Lower-Arm-Rt.","Lower Arm RT",2,"arm",YES,"JGG38"
"Clips-A","Clips A",2,"clips",YES,"JLK35"
"lower leg lt","Lower Leg LT",2,"leg",YES,"JLT59"
"Table-cake-base","Table Cake Base",2,"base",YES,"JHL47"
"Clip-on SLEEVES","Clip On Sleeves",2,"clip",YES,"JRY64"
"Lower-Leg-Rt.","Lower Leg RT",2,"leg",YES,"JGG38"
"Table-cam","Table Cam",2,"table",YES,"JHL47"
"Table-housing","Table Housing",2,"table",YES,"JHL47"
"B-Bucket","B Bucket",2,"b",YES,"JJX53"
"Mailbox-base","Mailbox Base",2,"base",YES,"JKB65"
